stemming;label
['hotel', 'bagus', 'dekat', 'malioboro', 'persis', 'belah', 'pusat', 'belanja', 'banyak', 'jual', 'makan', 'khas', 'yogyakarta', 'sarapan', 'lezat', 'kamar', 'bagus', 'layan', 'bagus', 'bantu', 'menginap', 'check', 'karyawan', 'karyawan', 'inti', 'rekomendasi', 'libur', 'yogyakarta', 'menginap', 'hotel', 'aveta'];Positif
['hotel', 'dekat', 'malioboro', 'layan', 'ramah', 'murah', 'senyum', 'makan', 'tempat', 'hotel', 'banyak', 'mantap', 'inti', 'karyawan', 'lantai', 'unik', 'layan', 'bagus', 'check', 'keluar', 'bantu', 'karyawan', 'karyawan'];Positif
['pinggir', 'jalan', 'malioboro', 'belah', 'pusat', 'belanja', 'lokasi', 'mudah', 'cari', 'banyak', 'pilih', 'tempat', 'belanja', 'parkir', 'tidak', 'luas', 'karyawan', 'hotel', 'cepat', 'bantu', 'kamar', 'service', 'cepat', 'bantu', 'malioboro', 'menginap'];Positif
['selamat', 'pagi', 'relaksasi', 'malam', 'permintan', 'setuju', 'layan', 'bagus', 'baik', 'anak', 'bilang', 'bintang', 'yogyakarta', 'pilihanya', 'tidak', 'hotel', 'anak', 'anak', 'minta', 'yogyakarta', 'menginap', 'aveta', 'terima', 'kasih', 'aveta', 'hotel', 'layan', 'ramah'];Positif
['spesial', 'mantap', 'kamar', 'tidur', 'kamar', 'mandi', 'dingin', 'ruang', 'dingin', 'banget', 'lengkap', 'lengkap', 'kopi', 'kurang', 'krimer', 'ambil', 'air', 'mineral', 'lorong', 'setuju', 'minimal', 'sampah', 'plastik', 'malas', 'ambil', 'air', 'lorong', 'bolak', 'ambil', 'air', 'karyawan', 'ramah', 'bantu', 'menu', 'sarapan', 'banyak', 'lengkap', 'lupa', 'ambil', 'foto', 'kamar'];Positif
['jalan', 'kaki', 'menit', 'stasiun', 'kereta', 'hotel', 'perbelanjan', 'jalan', 'malioboro', 'akses', 'mudah', 'sisi', 'utara', 'alun', 'selatan', 'tugu', 'sahur', 'buka', 'puasa', 'luar', 'harap', 'sehat', 'lezat'];Positif
['mudah', 'temu', 'hotel', 'langsung', 'jalan', 'malioboro', 'hotel', 'nyaman', 'karyawan', 'karyawan', 'ramah', 'bantu', 'terima', 'kasih'];Positif
['hotel', 'bagus', 'nyaman', 'lokasi', 'mudah', 'temu', 'malioboro', 'tingal', 'lang', 'buka', 'pintu', 'rekomendasi'];Positif
['listrik', 'padam', 'menit', 'tidak', 'jelas', 'hotel', 'layan', 'kurang', 'puas'];Negatif
['hotel', 'nyaman', 'bersih', 'ruang', 'tunggu', 'karyawan', 'kurang', 'bagus', 'hotel', 'bintang', 'kamar', 'bersih', 'kamar', 'mandi', 'bersih', 'suka', 'kamar', 'mandi', 'kamar', 'tidur', 'akses', 'hotel', 'sulit', 'tempat', 'parkir', 'sempit', 'sarapan', 'kurang', 'lezat', 'suka', 'hotel', 'kali'];Positif
['kamar', 'nyaman', 'sarapan', 'lezat', 'layan', 'ramah', 'karyawan', 'betah', 'wajib', 'kunjung', 'maliobro'];Positif
['kali', 'menginap', 'aveta', 'keluarga', 'seru', 'dekat', 'jalan', 'malioboro', 'beli', 'dekat', 'banget', 'karyawan', 'ramah', 'terima', 'kasih', 'bantu', 'libur', 'wajib', 'menginap'];Positif
['hotel', 'wangi', 'banget', 'malioboro', 'belah', 'pusat', 'belanja', 'malioboro', 'aman', 'banget', 'tidak', 'asa', 'jebak', 'macet', 'jalan', 'malioboro', 'pagi', 'banyak', 'jual', 'makan', 'hotel', 'tidak', 'sarapan', 'aman'];Positif
['lokasi', 'mudah', 'temu', 'layan', 'ramah', 'kamar', 'bersih', 'terima', 'kasihu', 'aveta', 'hotel'];Positif
['mudah', 'temu', 'banget', 'hotel', 'langsung', 'malioboro', 'kamar', 'bersih', 'luas', 'balkon', 'view', 'malioboro', 'makan', 'lezat', 'gudeg', 'mantap', 'notch', 'karyawan', 'temu', 'ramah', 'ramah', 'terima', 'kasih', 'karyawan', 'karyawan', 'denisa', 'bantu', 'check', 'masuk', 'hinga', 'check', 'jumpa'];Positif
['kesan', 'menginap', 'malam', 'aveta', 'kmr', 'tangal', 'januari', 'puas', 'kamar', 'bersih', 'wangi', 'nyaman', 'layan', 'cepat', 'tanggap', 'solus', 'praktis', 'masalah', 'tertingal', 'hotel', 'bantu', 'antar', 'ekspedisi', 'pintu', 'rumah', 'terima', 'kasih', 'aman', 'parkir', 'mbl', 'usaha', 'penangananya', 'kompleksitas', 'parkir', 'hotel', 'relatif', 'kurang', 'aveta', 'wlpn', 'gudang', 'parkir', 'tempat', 'bolak', 'susah', 'jelek', 'banget', 'satpam', 'jalan', 'pulang', 'pergi', 'lumayan', 'gudang', 'lokasi', 'hotel', 'mudah', 'temu', 'banget', 'jalan', 'malioboro', 'dekat', 'pusat', 'belanja', 'cari', 'makan', 'mantap', 'yogyakarta', 'aveta', 'hotel', 'pilih'];Positif
['terima', 'kasih', 'layan', 'karyawan', 'ramah', 'terima', 'kasih', 'karyawan', 'karyawan', 'karyawan', 'resa', 'makan', 'lezat', 'kamar', 'bersih'];Positif
['incar', 'hotel', 'tahun', 'yogyakarta', 'pesan', 'kamar', 'lokasi', 'mudah', 'temu', 'harga', 'mahal', 'kamar', 'superior', 'juta', 'malam', 'sayang', 'harga', 'kamar', 'tangal', 'jalan', 'murah', 'bulan', 'kamar', 'minta', 'kamar', 'tidur', 'quen', 'kamar', 'tidur', 'quen', 'tempat', 'tidur', 'bayi', 'kamar', 'tidur', 'twin', 'karyawan', 'ramah', 'check', 'masuk', 'lambat', 'jam', 'malam', 'kuat', 'pertanyan', 'ulang', 'kali', 'karyawan', 'senyum', 'pertanyan', 'ulang', 'ulang', 'terima', 'kasih', 'banyak', 'kamar', 'luas', 'superior', 'tampung', 'orang', 'menu', 'sarapan', 'enak', 'jalan', 'malioboro', 'jarak', 'langkah', 'pintu', 'hotel', 'dekat', 'menginap'];Positif
['lokasi', 'mudah', 'temu', 'langsung', 'sambut', 'karyawan', 'ambil', 'alih', 'parkir', 'karyawan', 'cepat', 'ramah', 'jujur', 'cal', 'layan', 'titip', 'telepon', 'genggam', 'check', 'masuk', 'check', 'cepat', 'ruang', 'luas', 'luas', 'bersih', 'nyaman', 'menu', 'sarapan', 'lezat', 'banyak', 'jenis', 'cocok', 'selera'];Positif
['hadir', 'temu', 'ruang', 'temu', 'lantai', 'serta', 'orang', 'ruang', 'kurang', 'bentuk', 'nilai', 'makan', 'lezat', 'tidak', 'hambar', 'tambah', 'karyawan', 'ramah', 'lokasi', 'mudah', 'temu', 'belah', 'malioboro', 'pusat', 'belanja'];Positif
['pengalaman', 'menginap', 'senang', 'terima', 'kasih', 'bantu', 'mudah', 'proses', 'check', 'masuk', 'check', 'kamar', 'luas', 'nyaman', 'sarapan', 'lezat', 'dekat', 'malioboro', 'unjung', 'yogyakarta'];Positif
['menginap', 'puas', 'akses', 'pintu', 'cangih', 'checkin', 'lapor', 'mudah', 'lokasi', 'mudah', 'temu', 'sarapan', 'lezat', 'karyawan', 'hotel', 'ramah', 'bantu', 'menginap', 'hotel', 'bersih', 'fasilitas'];Positif
['menginap', 'seru', 'banget', 'kamar', 'wangi', 'luas', 'film', 'kamar', 'anak', 'anak', 'seru', 'banget', 'dekat', 'mana', 'banyak', 'fod', 'center', 'karyawan', 'karyawan', 'ramah', 'kamar', 'sesuai', 'permintan', 'banyak', 'pertanyan', 'jawab', 'sabar', 'terima', 'kasih', 'karyawan', 'receptionist'];Positif
['nyaman', 'lezat', 'relaksasi', 'sarapan', 'lezat', 'kasur', 'lembut', 'fasilitas', 'bagus', 'mewah', 'lokasi', 'mudah', 'temu', 'hotel', 'langsung', 'jalan', 'kaki', 'malioboro', 'mantap', 'utama', 'malioboro', 'kesini'];Positif
['hotel', 'bersih', 'dekat', 'malioboro', 'layan', 'ramah', 'karyawan'];Positif
['hotel', 'baik', 'eksekutif', 'ruang', 'luas', 'meter', 'kamar', 'bersih', 'balkon', 'anak', 'anak', 'senang', 'kolam', 'renang', 'tempat', 'sarapan', 'lantai', 'bersih', 'lezat', 'pandang'];Positif
['hotel', 'bersih', 'bagus', 'layan', 'ramah', 'karyawan', 'lantai', 'lokasi', 'mudah', 'temu', 'malioboro', 'hotel', 'langsung', 'akses', 'malioboro', 'inti', 'rekomendasi', 'besok', 'yogyakarta', 'wajib', 'menginap'];Positif
['hotel', 'selang', 'langsung', 'jalan', 'tempat', 'tidur', 'malioboro', 'nyaman', 'bersih', 'sarapan', 'banyak', 'jenis', 'mesin', 'es', 'krim', 'camil', 'jagung', 'permen', 'kapas'];Positif
['layan', 'prima', 'makan', 'lezat', 'cepat', 'respon', 'tangung', 'tangung', 'baik', 'ban', 'mobil', 'bocor', 'tugas', 'parkir', 'langsung', 'ganti', 'tidak', 'bawa', 'ban', 'serep', 'sehinga', 'jadwal', 'sesuai', 'jadwal'];Positif
['hotel', 'bagus', 'menu', 'sarapan', 'kamar', 'lokasi', 'menginap', 'malam', 'februari', 'semprot', 'duduk', 'toilet', 'posisi', 'tidak', 'bagus'];Negatif
['rencana', 'tingal', 'parkir', 'mobil'];Negatif
['lokasi', 'pinggir', 'jalan', 'malioboro', 'samping', 'malioboro', 'pusat', 'belanja', 'kamar', 'hotel', 'bersih', 'karyawan', 'hotel', 'ramah', 'bantu', 'sarapan', 'banyak', 'jenis', 'makan', 'tradisional', 'hinga', 'barat'];Positif
['atur', 'hotel', 'jelek', 'pesan', 'balkon', 'biar', 'rokok', 'larang', 'rokok', 'kali', 'temu', 'hotel', 'balkon', 'ruang', 'rokok'];Negatif
['layan', 'hotel', 'puas', 'karyawan', 'ramah', 'check', 'masuk', 'hinga', 'check', 'pengalaman', 'senang'];Positif
['hotel', 'dekat', 'malioboro', 'jalan', 'lurus', 'langkah', 'samping', 'hotel', 'pusat', 'belanja', 'malioboro', 'dekat', 'pasar', 'beringharjo', 'kamar', 'bersih', 'fasilitas', 'lengkap', 'layan', 'bagus', 'banget', 'lokasi', 'mudah', 'temu', 'ring', 'yogyakrta', 'terima', 'kasih', 'aveta', 'hotel', 'terima', 'kasih', 'ramah', 'tamah', 'libur', 'tuhan', 'kati'];Positif
['lokasi', 'mudah', 'temu', 'layan', 'bagus', 'karyawan', 'ramah', 'kamar', 'nyaman', 'makan', 'lezat', 'kesini'];Positif
['lokasi', 'mudah', 'temu', 'layan', 'setuju', 'cepat', 'respon', 'terima', 'kasih', 'karyawan', 'cepat', 'respon', 'jumpa'];Positif
['menginap', 'malam', 'aveta', 'lokasi', 'pusat', 'malioboro', 'hotel', 'langsung', 'sambut', 'jalan', 'malioboro', 'bantu', 'aman', 'ramah', 'bawa', 'koper', 'proses', 'check', 'masuk', 'mudah', 'kamar', 'bersih', 'nyaman', 'bagus', 'kamar', 'mandi', 'bersih', 'lemari', 'moderen', 'sarapan', 'lezat', 'menu', 'hangat', 'karyawan', 'restoran', 'ramah', 'tidak', 'kendala', 'menginap', 'sana', 'puas', 'inti', 'hotel', 'rekomendasi', 'banget'];Positif
['layan', 'ramah', 'sarapan', 'lezat', 'kecuali', 'nasi', 'goreng', 'matang', 'setuju', 'waktu', 'yogyakarta', 'menginap', 'hotel', 'malioboro', 'langsung', 'turun', 'malioboro', 'puas', 'banget'];Positif
['kamar', 'bersih', 'sarapan', 'lezat', 'lokasi', 'mudah', 'temu', 'pusat', 'malioboro', 'karyawan', 'ramah', 'bantu', 'kali', 'coba', 'kamar', 'view', 'nilai', 'baik', 'terima', 'kasih', 'aveta', 'yogyakrta', 'hati', 'nyaman'];Positif
['terima', 'kasih', 'karyawan', 'bantu', 'hotel', 'mudah', 'temu', 'kawasan', 'malioboro', 'dekat', 'malioboro', 'pusat', 'belanja', 'hotel', 'bersih', 'rapi', 'wangi', 'fasilitas', 'kolam', 'renang', 'bagus', 'rekomendasi', 'banget', 'relaksasi'];Positif
['layan', 'puas', 'dekat', 'akses', 'stasiun', 'dekat', 'wisata', 'tamansari', 'pasar', 'bringharjo', 'malioboro', 'jadi', 'hotel', 'kunjung', 'yogyakarta', 'layan', 'puas', 'proses', 'checkoutnya', 'cepat', 'terima', 'kasih', 'karyawan', 'bantu', 'layan', 'lapor'];Positif
['layan', 'rekomendasi', 'ramah', 'bantu', 'salam', 'kenal', 'terima', 'kasih', 'sambut', 'tamu', 'ramah'];Positif
['hotel', 'main', 'layan', 'tidak', 'profesional', 'libur', 'yogyakarta', 'hotel', 'tangal', 'november', 'traveloka', 'pilih', 'hotel', 'akses', 'mudah', 'hotel', 'jam', 'resi', 'tulis', 'kupon', 'hotel', 'suruh', 'tungu', 'bukti', 'isuenya', 'tungu', 'hotel', 'terima', 'kupon', 'traveloka', 'tidak', 'alami', 'kendala', 'guna', 'traveloka', 'aman', 'libur', 'negeri', 'pakai', 'traveloka', 'telpon', 'traveloka', 'tidak', 'masuk', 'kamar', 'voucher', 'bentuk', 'suruh', 'tungu', 'jam', 'masuk', 'kamar', 'hotel', 'minta', 'bayar', 'batal', 'traveloka', 'tidak', 'notifikasi', 'traveloka', 'batal', 'kamar', 'buka', 'email', 'jam', 'kupon', 'hotel', 'bentuk', 'konfirmasi', 'traveloka', 'suruh', 'bayar', 'tunai', 'traveloka', 'kirim', 'email', 'telpon', 'jam', 'selesai', 'besok', 'pagi', 'sarapan', 'tidak', 'pemberitahuan', 'koper', 'tinggal', 'turun', 'level', 'kamar', 'ikut', 'berangkat', 'ziarah', 'sendangsono', 'sampa', 'hotel', 'jam', 'dinformasikan', 'karyawan', 'hotel', 'ganti', 'tidak', 'menginap', 'bayar', 'bayar', 'kemarin', 'malam', 'putus', 'pindah', 'hotel', 'bayar', 'malam', 'kemarin', 'layan', 'tidak', 'profesional', 'kecewa', 'menginap', 'malam', 'bahaya', 'tidak', 'hotel', 'aveta', 'tidak', 'rekomendasi', 'hotel'];Negatif
['kamar', 'fasilitas', 'bagus', 'letak', 'kawasan', 'sibuk', 'malioboro', 'menu', 'sarapan', 'lezat', 'nikmat', 'restoran', 'lantai', 'rekomendasi'];Positif
['layan', 'kamar', 'mandi', 'tidak', 'pakai', 'seprot', 'air'];Positif
['kira', 'buka', 'pintu', 'ruang', 'tunggu', 'langsung', 'jalan', 'malioboro', 'masuk', 'lorong', 'mpit', 'jam', 'check', 'masuk', 'kamar', 'layan', 'padan', 'harga'];Positif
['lokasi', 'mudah', 'temu', 'malioboro', 'harga', 'kamar', 'murah', 'layan', 'ramah', 'cepat', 'sayang', 'fi', 'mati', 'netflix', 'youtube'];Positif
['kamar', 'sambung', 'suara', 'orang', 'belah', 'tidak', 'kedap', 'suara', 'kedengaranya', 'ruang', 'suara', 'orang', 'belah', 'dengar', 'keras'];Negatif
['kamar', 'bagus', 'luas', 'kasur', 'besar', 'camil', 'gratis', 'mesin', 'kopi', 'kamar', 'mandi', 'luas', 'lengkap', 'mandi', 'setuju'];Positif
['menginap', 'lokasi', 'mudah', 'temu', 'banget', 'malioboro', 'sarapan', 'lezat', 'karyawan', 'ramah'];Positif
['lokasi', 'belah', 'pusat', 'belanja', 'mailoboro', 'mudah', 'temu', 'jalan', 'jalan', 'jalan', 'malioboro', 'hotel', 'nyaman', 'makan', 'lezat'];Positif
['hotel', 'aveta', 'layan', 'kamar', 'bersih', 'langsung', 'hotel', 'jalan', 'malioboro'];Positif
['lokasi', 'hotel', 'malioboro', 'bagus', 'jalan', 'jalan', 'lokasi', 'parkir', 'mobil', 'sulit'];Positif
['layan', 'ramah', 'murah', 'senyum', 'kamar', 'nyaman', 'wangi', 'kali', 'kesini', 'senang', 'banget'];Positif
['kali', 'kali', 'malioboro', 'yogyakarta', 'kali', 'menginap', 'hotel', 'lumayan', 'bagus', 'hotel', 'bintang', 'kamar', 'luas', 'salat', 'kamar', 'nyaman', 'kamar', 'mandi', 'bagus', 'sesuai', 'standar', 'hotel', 'kursi', 'kursi', 'kursi', 'baring', 'air', 'mineral', 'tidak', 'kemas', 'ambil', 'dispenser', 'koridor', 'hotel'];Positif
['tempat', 'mudah', 'temu', 'nyaman', 'bersih', 'layan', 'bagus', 'cocok', 'libur', 'bawa', 'anak', 'tidak', 'susah', 'jalan', 'malioboro'];Positif
['kamar', 'luas', 'banyak', 'cermin', 'cahaya', 'terang', 'tidak', 'redup', 'lengkap', 'sunguh', 'senang', 'layan', 'cepat', 'tanggap', 'kamar', 'mandi', 'bagus', 'banget', 'kran', 'wudhu', 'senang', 'banget', 'siram', 'toilet', 'risiko', 'rusak', 'bantu', 'baik', 'harapanya', 'bidet', 'sehinga', 'pilih', 'bersih', 'bersih', 'tvnya', 'diupgrade', 'wifinya', 'stabil', 'nyaman', 'tidak', 'bufering', 'kasur', 'besar', 'selimut', 'nyaman', 'bantal', 'kurang', 'lembut', 'lokasi', 'mudah', 'temu', 'malioboro', 'parkir', 'setuju', 'tugas', 'parkir', 'bantu', 'satpam', 'parkir', 'tambah', 'gantung', 'baju', 'kamar', 'mandi', 'susah', 'taruh', 'barang', 'baju', 'kamar', 'orang', 'semoga', 'teh', 'kopi', 'ganti', 'pisah', 'kala', 'tamu', 'menginap', 'khawatir', 'expnya', 'bau', 'beda'];Positif
['tingal', 'hotel', 'mimpi', 'buruk', 'hinga', 'ruang', 'kotor', 'jamur', 'langit', 'langit', 'kamar', 'mandi', 'debu', 'aroma', 'buat', 'kuat', 'tutup', 'kurang', 'bersih', 'keluh', 'manajer', 'meja', 'tidak', 'profesional', 'remeh', 'ejek', 'khawatir', 'tunjuk', 'kamar', 'pilih', 'dinding', 'kuning', 'kotor', 'janji', 'cat', 'ulang', 'hasil', 'ruang', 'bau', 'asap', 'cat', 'harap', 'terima', 'kondisi', 'tidak', 'tidak', 'senang', 'tidak', 'sehat', 'sikap', 'manajer', 'meja', 'buruk', 'keluh', 'abai', 'hubung', 'pesan', 'com', 'minta', 'bantu', 'hasil', 'kompensasi', 'manajemen', 'hotel', 'balas', 'minta', 'check', 'jam', 'malam', 'alami', 'tahan', 'hingga', 'lari', 'tempat', 'kering'];Negatif
['hotel', 'nyaman', 'keluarga', 'kolam', 'renang', 'lokasi', 'mudah', 'temu', 'tingal', 'jalan', 'kaki', 'malioboro'];Positif
['nikmat', 'habis', 'waktu', 'layan', 'bagus', 'kamar', 'bersih', 'check', 'masuk', 'gantung', 'dian', 'kamar', 'terima', 'kasih', 'aveta'];Positif
['hotel', 'nyaman', 'pusat', 'kota', 'yogyakarta', 'simbol', 'yogyakarta', 'malioboro', 'tempat', 'menginap', 'libur', 'nikmat', 'kawasan', 'malioboro', 'kamar', 'hotel', 'nyaman', 'bersih', 'hotel', 'puas', 'layan', 'kali', 'kesini'];Positif
['hotel', 'mudah', 'temu', 'jalan', 'malioboro', 'kamar', 'nyaman', 'luas', 'kolam', 'renang', 'anak', 'sarapan', 'lezat', 'menu', 'banyak'];Positif
['senang', 'menginap', 'hotel', 'layan', 'ramah', 'terima', 'kasih', 'karyawan', 'bantu', 'checkin', 'lapor', 'bantu'];Positif
['ramah', 'banget', 'hebat', 'aman', 'parkir', 'mobil'];Positif
['hotel', 'dekat', 'banget', 'malioboro', 'hotel', 'fasilitas', 'bagus', 'keren', 'pusat', 'bugar', 'toilet', 'mending', 'pakai', 'toilet', 'spray', 'manual', 'makan', 'lezat', 'setuju', 'sesuai', 'harga'];Positif
['hotel', 'baik', 'malioboro', 'akses', 'sulit', 'kendaran', 'besar', 'macet'];Positif
['menginap', 'bagus', 'keramahtamahan', 'karyawan', 'bakat', 'semangat', 'kerja', 'saji', 'makan', 'malam', 'enak', 'senang'];Positif
['hotel', 'pusat', 'kota', 'belanja', 'yogyakarta', 'tepat', 'belah', 'malioboro', 'pusat', 'belanja', 'dekat', 'tempat', 'sejarah', 'keraton', 'beteng', 'vredeburg'];Positif
['kali', 'menginap', 'lokasi', 'hotel', 'mudah', 'temu', 'malioboro', 'bahan', 'malioboro', 'pusat', 'belanja', 'kamar', 'luas', 'bersih', 'pesan', 'kamar', 'keluarga', 'kasur', 'orang', 'dewasa', 'keluarga', 'anak', 'anak', 'ruang', 'keluarga', 'sedia', 'dispenser', 'air', 'ketel', 'air', 'sehinga', 'minum', 'puas', 'minibarnya', 'sedia', 'minum', 'dingin', 'makan', 'ringan', 'gratis', 'dalam', 'proses', 'check', 'inya', 'cepat', 'letak', 'lantai', 'hotel', 'bahan', 'kolam', 'renang', 'restoran', 'sunguh', 'pengalaman', 'menginap', 'nyaman', 'kesan', 'terima', 'kasih', 'aveta', 'hotel', 'malioboro'];Positif
['kamar', 'kelas', 'eksekutif', 'nyaman', 'sarapan', 'lezat', 'kurang', 'jaring', 'internet', 'kamar', 'tidak', 'ruang', 'tunggu', 'restoran', 'kencang'];Positif
['segi', 'lokasi', 'hotel', 'mudah', 'temu', 'letak', 'kawasan', 'malioboro', 'belah', 'malioboro', 'pusat', 'belanja', 'tempat', 'parkir', 'kendaran', 'roda', 'batas', 'bantu', 'tugas', 'parkir', 'hotel', 'hotel', 'sent', 'bantal', 'tisu', 'limpah', 'kulkas', 'besi', 'ering', 'rambut', 'kurang', 'tidak', 'kran', 'khusus', 'wudhu', 'berwudhu', 'laku', 'wastafel'];Positif
['layan', 'hebat', 'tungu', 'check', 'masuk', 'ajak', 'anak', 'tonton', 'film', 'ruang', 'film', 'gratis'];Positif
['kamar', 'setuju', 'layan', 'setuju', 'uang', 'jamin', 'ribu', 'check', 'masuk', 'lokasi', 'setuju', 'banget', 'ruang', 'tunggu', 'langsung', 'jalan', 'malioboro'];Positif
['lokasi', 'dekat', 'jalan', 'malioboro', 'kamar', 'luas', 'layan', 'baik', 'rekomendasi', 'tempat', 'menginap', 'mudah', 'temu'];Positif
['bagus', 'layan', 'cepat', 'terima', 'kasih', 'waktu', 'menginap'];Positif
['sangar', 'anak', 'milik', 'jadwal', 'sore', 'malam', 'anak', 'usia', 'gratis', 'bayar'];Positif
